20 38
-17272 -202674 -37020 65402 -105380 116277 144248 -37855 -145076 12859 34585 5005 13693 -11427 -39269 5693 22906 21952 16879 16546 14862 -22954 -13774 -24693 -27624 -78274 66049 -1585 -112386 -15674 59637 8423 36718 -11041 40429 -42712 -8978 20183
-120378 199037 -206386 -118629 145991 15960 13957 19382 74505 5195 2408 -6214 -10170 -44408 15793 -3088 -20150 -34711 -21911 -31249 -56464 50646 -40771 8895 -3533 -7356 50948 3182 -56814 -161980 86368 31010 11340 -22039 33054 -29699 -14500 19185
-232112 -89145 179998 -8898 63405 55233 16102 2152 20442 3332 24284 -38653 3523 -9721 -4369 2681 17211 -4176 12329 4477 1657 -1319 6817 6357 4378 19934 -25228 -23812 -12471 -4178 -5251 6091 -1699 218 -18252 21408 12531 -6072
-280020 -51806 258121 20506 446 17480 34613 -21293 27127 -15631 -13908 30578 14046 15843 9073 -6637 -17331 -5244 54994 -9233 -28295 8987 -16870 -16188 -1721 -35516 43863 14148 -18380 -13138 -17708 -10532 -2441 -11847 14719 -1722 9899 2888
417037 356699 -115517 -86543 205341 -279888 81715 -11331 -55135 -3094 -15088 33206 -3452 9546 -21567 3978 -4544 77306 12509 -6949 1832 -5887 -6425 -2506 -3463 -3273 2051 -11991 -47112 -2135 732 -7610 8126 -111 4105 -5641 -5748 -722
-185993 123927 95912 -8104 -10100 25100 87021 17428 143913 4884 64024 -42504 1704 -6645 -23186 5524 -794 61778 -4705 -1165 3049 -1482 -17171 -11543 -11063 -26864 27208 6532 -10312 7055 515 9630 -2822 13782 37116 -16420 38149 28855
-319336 -214423 396476 84113 14066 22891 43184 -32064 -64619 -20838 -43446 -28223 -741 40415 -551 11974 7450 24481 36270 -5680 -18223 48392 -10467 -19446 -3900 34999 -9539 5553 3870 -39657 31728 -7675 -5373 -16168 -14755 12869 27821 14027
-127229 2864 97207 5863 -47751 10071 106657 1245 160212 -2958 -48549 22421 -7580 9280 -2852 8489 35408 -44211 -87122 -314 -4519 -13419 16138 22423 22138 38817 -42432 -30917 10210 10036 7968 -20280 -3881 46192 61265 84157 -19739 -36339
633813 106212 242012 -69421 -39346 138766 10354 9404 123557 -1538 -19248 49221 -3801 22748 -5712 5405 -46211 73020 -20029 -2846 547 567 -14 7684 1713 14841 -12411 -1832 19273 24230 43438 -43563 -10665 2474 -39368 -72911 17535 -66544
36983 -12902 -87422 127037 -86354 -196843 -274360 15928 -105899 16259 101389 11573 -11249 9317 60068 -10756 -99418 -65662 -137232 -2030 4694 -17467 -1937 -6748 8439 -8935 13352 -26944 -41950 3252 31620 -33994 -7119 3730 -41130 39217 7836 -20300
-316510 -77300 249291 4880 -27171 310 39415 -11813 -3907 3632 -10757 20765 -27528 14861 4036 -2879 -11484 12214 57193 24982 38721 -19244 -24610 -6178 -2829 -38771 20510 353 -15136 20558 -20332 38079 4325 951 10039 -1792 3652 -9740
174204 -117524 -109009 113446 -151565 106781 90233 21897 43611 8787 167226 110585 -4558 25432 12742 -3171 -41467 -72668 -12284 23652 45028 57910 -36587 -10025 -39929 -9880 23950 -58183 -86218 8200 136004 50598 -2807 4146 -30329 36024 -6427 -23879
88138 -251514 -12119 212783 -28854 110318 69272 -697 4734 18504 146558 166710 -17211 -39601 -64846 1707 28244 22410 -20891 9062 55439 -163543 29083 -27812 -5166 -77104 58858 10347 -61218 54804 -75906 -87878 10250 7028 11806 4424 -125014 1492
-292323 -55934 183251 23070 46869 15160 -3026 -4647 4971 -6092 -60137 45600 -3967 10567 2357 1790 9316 -11831 -62970 -1959 -1513 -4517 -13663 -18456 -5530 -39149 35368 15124 -16809 5760 -14937 6656 507 6613 10477 -145 6178 -22538
136544 112291 -212745 42445 -64915 74220 316443 44291 35409 -388 103749 174058 708 24665 -29707 29662 18987 33651 -109902 -1121 -39437 -3674 -11014 -15915 -23511 -16462 11476 -31152 -58728 51130 -18949 34510 -29398 53883 69482 3377 78289 -75864
-189727 93955 99718 -66817 -6373 67502 83708 4963 22713 -3445 -36800 -1975 -232 11066 -24279 8282 -9118 83552 31266 -9375 -6889 13108 -28797 -15358 -14419 -26326 30045 -356 -49157 6537 4912 -2005 1436 -592 30763 -34361 7228 11904
-451424 -7486 149664 -163122 -15229 -37970 97270 -2531 -7471 -24761 25535 76517 137919 -57758 26683 -2958 -35333 18947 -60434 -30720 -13162 -67128 12234 2314 7863 3584 -6286 4433 13776 -12973 5741 44830 -8112 -6524 4957 6362 -16707 234
205366 -94707 222656 -108348 -155006 -90318 -108805 17049 -51005 13562 47791 68039 -6313 -103077 -27647 7471 53391 18954 41133 13032 53206 -71316 25796 2145 25194 18848 -33043 -18150 -11464 -5891 -15163 -15706 -2584 -8576 -22268 10812 12908 -1736
632374 79425 308239 -134151 -5230 170187 45944 4461 130330 -5739 -32994 22726 1468 10804 7659 2046 -35661 47575 -49579 1734 4731 -6527 -817 6223 2636 9169 -3185 9424 22811 14501 22148 -9266 -2449 2358 14304 68217 34888 122693
-138433 67799 -328752 -187276 116016 156443 22711 -1854 -56669 71859 121792 -129538 -266985 104305 -10811 -4713 -30306 67896 -940 -19555 -16697 -38303 15278 4035 18978 -16478 17421 42889 52844 8260 10115 -14097 -10117 21162 12219 15977 -5299 -26140
-273701 229217 21155 -103152 -33009 -12193 25050 34215 104036 -4172 80970 -74037 5184 -13788 29917 -9287 52424 -66489 51014 -57245 39109 60008 2295 -16937 6601 19896 -96161 16400 52855 -9273 80175 -52054 132988 -57205 -37492 -57359 -36387 50207
85820 -171796 -140405 57914 -171733 -32655 117549 11991 -28303 -26077 -53840 -40558 126592 -210555 14509 12045 -65539 91724 22969 31108 -6963 124986 -6944 24472 2245 49361 -36120 -30689 18880 7744 -54632 15505 -1881 11794 3559 -20370 12453 -29078
-198218 90593 14198 -34881 103991 20120 8864 5471 60756 -2218 -8724 -24173 1891 -5302 7465 -1468 5055 -26741 6805 2506 -203 211 -114 -2336 1922 -731 -3567 -11442 -13720 -1926 -2035 -4086 -2637 8035 -9977 23483 14718 -14594
599131 214465 -6670 -142289 285393 -169665 170410 -10574 46582 -7709 -42942 -34229 6765 -14966 -11262 606 123559 -124569 -13783 1876 -1959 8664 -3165 -6696 -904 -15432 3646 6372 -11169 -1790 -29185 23580 2936 -2087 -683 -3874 4669 -15011
52297 34092 -74212 -306153 -157980 -101311 73960 -27356 -58598 10722 78731 -148832 -13077 171585 9270 -1349 67911 -114769 6635 5489 14314 -17720 5366 6045 -23187 -6614 -21277 -32876 -27221 30417 -12267 -21996 4531 6581 24161 -2902 -8981 -486
-139308 -229248 159813 73803 34371 115994 -41303 -6386 -105701 -981 -90701 27050 2384 -201 -24587 59597 -30084 -83042 98198 -358880 222804 97438 -116430 247358 54365 -46136 19786 -38744 -36676 27062 4067 -17405 7461 -28331 4163 11386 -20580 15594
-231381 -216141 135159 65802 118425 68369 -4806 -16812 -119794 -891 -72759 815 1123 -7360 -9036 2425 25006 5044 31739 3791 -1189 -2222 14890 11805 9844 38359 -45983 -32743 -8346 6583 7282 -12088 411 6423 5161 17763 4984 -15115
-336818 65811 -105202 32425 -153286 -99507 -27575 -16273 131830 49050 42805 64 318 24891 -11765 -5457 77145 -13036 -36900 10862 17739 1613 -7887 2904 -5329 16548 -3406 8743 11558 -35879 -49942 11302 -20238 69450 36476 194225 111687 66310
-47433 833260 98125 240074 -250745 -106098 36846 -19183 35073 -27541 -258004 144022 -12730 49681 77662 -18816 -32551 -190597 10724 5375 -14743 9758 2261 -747 15990 10754 -7711 -20572 -15699 19991 68023 -62370 -14747 13134 -48343 61546 12481 -34924
-372595 239256 -48425 -154340 -64078 -8166 28049 23173 82062 -11683 84153 -49231 8452 -25738 24309 -90954 54339 -55148 57781 -25636 12338 22346 -31988 -10391 31071 -78272 -63830 -18652 12452 -24074 14759 -6177 37243 31381 704 16250 31226 -9282
198166 -114099 -109988 137221 -151263 -31417 103955 -21759 7371 4756 -65586 -8155 33536 -11094 36642 -3345 -1376 15369 -53316 -94466 -112228 -103619 55699 26136 66590 27639 -20365 17603 33371 -22895 -34951 -53448 1092 -4126 7920 -38292 61434 14785
-289751 34369 152258 -4481 34684 -3630 4854 2956 69345 -6050 -38396 16849 -1714 6548 13520 -1719 -19992 -9934 -48612 -1201 510 -1755 -15233 -15582 -7607 -38687 41579 23501 -9294 -2699 -474 3851 -2594 -8099 -9033 -13198 -4787 3799
-115925 67461 -298261 -166943 105498 193974 95116 35151 -35660 36653 200173 30885 -79937 -290164 -821 -106 -44654 57785 -17489 -11744 -45108 64255 -13562 -9845 333 -18039 36196 55474 76643 -23478 10327 4902 2369 8028 -7836 -5751 10212 9034
28382 -207280 171087 -85173 164902 -180988 -268500 27912 26688 5691 20355 40039 -39226 37742 47257 -23777 -92115 -19310 13252 22062 5376 64178 196223 48452 63842 -81451 19162 27515 49576 -15379 -113656 116885 2290 -3522 22281 -51728 -55510 26234
-64794 -46130 -398946 159519 -58969 39009 -54109 361985 -29315 -55654 95248 -5108 -19495 84418 -51187 -47319 975 14119 -4267 -60750 130339 -22264 359698 15635 -138085 42324 16547 175360 -143192 -104067 50917 86833 -164972 -98921 32086 17039 -94291 57030
130412 701468 136566 94441 198226 257848 14937 -12898 -251518 19909 164652 238656 -45664 75781 80199 -22727 -195550 7573 -40399 -2188 -3394 -15088 31045 32028 15648 66193 -66954 -52146 21042 1820 -14579 91 -2593 13300 47518 -12549 3365 -9193
207883 -104948 222666 -123479 -139377 -98455 -107830 -88460 -16606 165358 7921 88951 25492 -7609 8367 9350 49334 -4821 -60907 15029 3401 35256 -74974 -22994 -51410 -6154 19183 44700 35213 -8583 -42928 -53605 -10968 -19194 -9594 -15690 -3883 27504
560934 -106810 188440 -52798 -3960 118537 -100334 21390 188467 9577 -54968 61472 3243 1228 -43235 12586 14887 104955 10162 5896 -5490 -8812 6861 -1671 8559 6727 -9673 3726 20715 15535 43591 14921 -11116 -9587 -56103 -78591 83355 15483
-278241 53003 -276195 -144055 46332 -21652 -25020 -4665 -50397 1638 -22569 9591 -197 -5277 11932 -2011 -913 -29705 -65540 2724 1721 -4243 -6870 -3604 -1150 -9163 10102 1327 -9811 -902 -5169 4320 871 376 -1327 -5905 -10251 -6159
-131415 182227 -173341 -140002 102597 51337 -35043 53394 84491 -13457 35776 -14840 -69182 -32672 2444 -1082 2286 -33175 3698 81796 102083 6642 -34526 8018 -28136 -6033 -8045 -49510 -39274 2143 99085 81772 3851 24085 12100 514 61077 -46654
100520 -38263 -92825 -9148 -72502 -191475 -166302 4136 -152006 13455 55822 -81833 5908 -13656 53413 -7522 -117579 10816 -137394 -5663 10579 -23337 -9508 -12417 -2345 -22655 25684 -39599 -98587 -5214 -740 -12291 6200 -3988 -15215 -2970 214 -6251
418065 358146 -119030 -85152 198508 -281523 77094 -11734 -56552 -3246 -19303 31413 -3099 8627 -21702 4503 -2733 75792 10642 -6910 2053 -6019 -7175 -3740 -3738 -5940 4527 -9469 -46322 -2600 -1217 -5996 8550 -474 4689 -7017 -6400 -1231
-465875 22040 135341 -97119 -21697 -53269 51494 9330 17463 10380 -24971 3191 -99175 111576 -1429 9260 -17136 33049 -59492 67634 26361 176074 -70903 -11011 -34090 19335 988 7422 37044 4130 21080 35501 19749 11483 -17974 23835 42627 -40913
-70450 153097 -104744 -70474 100340 64974 -61707 18932 120833 -58346 37380 -84266 14175 70198 -12572 10989 1878 -26679 4249 -63914 -119568 26003 4763 -10053 61603 21625 5544 -6058 -55739 -9253 -59035 -68775 -8690 -9455 -26013 6948 61653 -15649
121700 -92442 -137242 138061 -10015 126006 81095 -12005 -60034 30597 46468 60644 4830 813 -11244 -24267 20103 -52715 -118711 -1142 13575 17743 -13940 -2602 47398 24933 -23408 -55004 -44278 4216 -15080 -3979 -4742 40667 22718 34498 -198152 -157167
311963 -154638 -112453 58910 -85130 117849 129029 -62727 13084 -23729 -111105 -73496 135377 230262 -17306 5865 -108 60856 -45592 -2015 -2652 4804 25267 27352 -3937 31422 -34693 17354 56270 2060 5598 518 -11965 -18383 -21454 -63835 9071 26576
-234468 60079 -40603 -89948 21769 21001 -18333 12877 70727 -432 15890 -19411 105 -2394 16136 -2120 -32886 -5517 -25707 1029 1105 -5722 -5550 -2628 -583 -5969 7606 -11093 -22272 -179 -327 -5363 -2167 4919 -2976 6484 4109 -3419
57317 -68479 168399 -246152 -647 -118172 -82578 15425 -92812 108421 9150 31839 33676 16799 21379 -16227 -27688 -45 63108 27649 16759 6862 -21400 27032 -153052 -11252 -52636 -64651 -31071 -80177 -105673 -7723 24391 -22747 -37945 5044 -40741 15369
